"","Poll","Date","Sample","Favorable","Unfavorable","Spread","poll_date","candidate","gain","future","net"
"2510","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",37,37,"Tie",2015-05-31,"Paul",0,50,0
"2610","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",35,36,"-1",2015-05-24,"Paul",-1.40845070422535,49.2957746478873,-1
"2710","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",34,34,"Tie",2015-05-20,"Paul",0,50,0
"2810","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",33,40,"-7",2015-05-17,"Paul",-9.58904109589041,45.2054794520548,-7
"2910","Pew ResearchPew Research","5/12 - 5/18","2002 A",32,42,"-10",2015-05-13,"Paul",-13.5135135135135,43.2432432432432,-10
"3010","FOX NewsFOX News","5/9 - 5/12","1006 RV",34,35,"-1",2015-05-10,"Paul",-1.44927536231884,49.2753623188406,-1
"3114","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",33,40,"-7",2015-04-26,"Paul",-9.58904109589041,45.2054794520548,-7
"3212","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",23,32,"-9",2015-04-24,"Paul",-16.3636363636364,41.8181818181818,-9
"3310","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",36,42,"-6",2015-04-19,"Paul",-7.69230769230769,46.1538461538462,-6
"3410","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",33,33,"Tie",2015-04-17,"Paul",0,50,0
"3510","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",38,39,"-1",2015-04-12,"Paul",-1.2987012987013,49.3506493506493,-1
"3610","Rasmussen ReportsRasmussen Reports","4/7 - 4/8","1000 LV",42,35,"+7",2015-04-08,"Paul",9.09090909090909,54.5454545454545,7
"3710","BloombergBloomberg","4/6 - 4/8","1008 A",32,31,"+1",2015-04-07,"Paul",1.58730158730159,50.7936507936508,1
"3810","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",37,36,"+1",2015-04-05,"Paul",1.36986301369863,50.6849315068493,1
"3910","FOX NewsFOX News","3/29 - 3/31","1025 RV",34,35,"-1",2015-03-30,"Paul",-1.44927536231884,49.2753623188406,-1
"4010","PPP (D)PPP (D)","3/26 - 3/31","989 RV",30,47,"-17",2015-03-27,"Paul",-22.0779220779221,38.961038961039,-17
"4114","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",33,36,"-3",2015-03-29,"Paul",-4.34782608695652,47.8260869565217,-3
"4212","ABC News/Wash PostABC News/Wash Post","3/26 - 3/29","RV",30,42,"-12",2015-03-27,"Paul",-16.6666666666667,41.6666666666667,-12
"4310","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",34,35,"-1",2015-03-22,"Paul",-1.44927536231884,49.2753623188406,-1
"4410","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",33,37,"-4",2015-03-15,"Paul",-5.71428571428571,47.1428571428571,-4
"4510","CNN/Opinion ResearchCNN/Opinion Research","3/13 - 3/15","1009 A",31,30,"+1",2015-03-14,"Paul",1.63934426229508,50.8196721311475,1
"4610","GallupGallup","3/2 - 3/4","1522 A",28,25,"+3",2015-03-03,"Paul",5.66037735849057,52.8301886792453,3
"479","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",35,38,"-3",2015-02-28,"Paul",-4.10958904109589,47.945205479452,-3
"489","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",31,31,"Tie",2015-02-26,"Paul",0,50,0
"499","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",36,35,"+1",2015-02-21,"Paul",1.40845070422535,50.7042253521127,1
"509","PPP (D)PPP (D)","2/20 - 2/22","691 RV",28,39,"-11",2015-02-20,"Paul",-16.4179104477612,41.7910447761194,-11
"5113","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",36,33,"+3",2015-02-14,"Paul",4.34782608695652,52.1739130434783,3
"5211","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",35,33,"+2",2015-02-07,"Paul",2.94117647058824,51.4705882352941,2
"5310","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",34,37,"-3",2015-01-31,"Paul",-4.22535211267606,47.887323943662,-3
"549","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",40,34,"+6",2015-01-24,"Paul",8.10810810810811,54.0540540540541,6
"559","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",34,37,"-3",2015-01-17,"Paul",-4.22535211267606,47.887323943662,-3
"569","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",39,39,"Tie",2015-01-10,"Paul",0,50,0
"579","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",34,35,"-1",2015-01-03,"Paul",-1.44927536231884,49.2753623188406,-1
"588","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",38,39,"-1",2014-12-28,"Paul",-1.2987012987013,49.3506493506493,-1
"250","ABC News/Wash PostABC News/Wash Post","1/6 - 1/10","1000 A",35,47,"-12",2016-01-06,"Christie",-14.6341463414634,42.6829268292683,-12
"350","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",33,44,"-11",2015-12-31,"Christie",-14.2857142857143,42.8571428571429,-11
"450","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",33,48,"-15",2015-12-19,"Christie",-18.5185185185185,40.7407407407407,-15
"540","QuinnipiacQuinnipiac","12/16 - 12/20","1140 RV",28,40,"-12",2015-12-17,"Christie",-17.6470588235294,41.1764705882353,-12
"639","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",32,47,"-15",2015-12-05,"Christie",-18.9873417721519,40.5063291139241,-15
"729","Associated Press-GfKAssociated Press-GfK","12/3 - 12/7","1007 A",24,43,"-19",2015-12-04,"Christie",-28.3582089552239,35.8208955223881,-19
"827","QuinnipiacQuinnipiac","11/23 - 11/30","1473 RV",28,48,"-20",2015-11-24,"Christie",-26.3157894736842,36.8421052631579,-20
"925","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",31,48,"-17",2015-11-20,"Christie",-21.5189873417722,39.2405063291139,-17
"1020","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",27,48,"-21",2015-11-06,"Christie",-28,36,-21
"1119","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",27,48,"-21",2015-10-24,"Christie",-28,36,-21
"1219","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",30,48,"-18",2015-10-09,"Christie",-23.0769230769231,38.4615384615385,-18
"1318","FOX NewsFOX News","9/20 - 9/22","1013 RV",33,48,"-15",2015-09-21,"Christie",-18.5185185185185,40.7407407407407,-15
"1418","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",36,42,"-6",2015-09-18,"Christie",-7.69230769230769,46.1538461538462,-6
"1518","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",28,50,"-22",2015-09-12,"Christie",-28.2051282051282,35.8974358974359,-22
"1615","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",27,52,"-25",2015-08-29,"Christie",-31.6455696202532,34.1772151898734,-25
"1711","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",29,51,"-22",2015-08-15,"Christie",-27.5,36.25,-22
"1811","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",29,46,"-17",2015-07-19,"Christie",-22.6666666666667,38.6666666666667,-17
"1911","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",23,44,"-21",2015-07-10,"Christie",-31.3432835820896,34.3283582089552,-21
"2011","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",31,51,"-20",2015-07-05,"Christie",-24.390243902439,37.8048780487805,-20
"2115","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",31,49,"-18",2015-06-28,"Christie",-22.5,38.75,-18
"2213","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",27,55,"-28",2015-06-21,"Christie",-34.1463414634146,32.9268292682927,-28
"2311","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",31,48,"-17",2015-06-14,"Christie",-21.5189873417722,39.2405063291139,-17
"2411","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",30,48,"-18",2015-06-07,"Christie",-23.0769230769231,38.4615384615385,-18
"2511","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",29,47,"-18",2015-05-31,"Christie",-23.6842105263158,38.1578947368421,-18
"2611","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",27,51,"-24",2015-05-24,"Christie",-30.7692307692308,34.6153846153846,-24
"2711","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",28,46,"-18",2015-05-20,"Christie",-24.3243243243243,37.8378378378378,-18
"2811","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",29,50,"-21",2015-05-17,"Christie",-26.5822784810127,36.7088607594937,-21
"2911","FOX NewsFOX News","5/9 - 5/12","1006 RV",28,45,"-17",2015-05-10,"Christie",-23.2876712328767,38.3561643835616,-17
"3011","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",30,47,"-17",2015-04-26,"Christie",-22.0779220779221,38.961038961039,-17
"3115","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",22,40,"-18",2015-04-24,"Christie",-29.0322580645161,35.4838709677419,-18
"3213","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",33,49,"-16",2015-04-19,"Christie",-19.5121951219512,40.2439024390244,-16
"3311","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",29,42,"-13",2015-04-17,"Christie",-18.3098591549296,40.8450704225352,-13
"3411","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",29,52,"-23",2015-04-12,"Christie",-28.3950617283951,35.8024691358025,-23
"3511","BloombergBloomberg","4/6 - 4/8","1008 A",28,41,"-13",2015-04-07,"Christie",-18.8405797101449,40.5797101449275,-13
"3611","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",33,45,"-12",2015-04-05,"Christie",-15.3846153846154,42.3076923076923,-12
"3711","PPP (D)PPP (D)","3/26 - 3/31","989 RV",23,59,"-36",2015-03-27,"Christie",-43.9024390243902,28.0487804878049,-36
"3811","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",30,50,"-20",2015-03-29,"Christie",-25,37.5,-20
"3911","ABC News/Wash PostABC News/Wash Post","3/26 - 3/29","RV",27,51,"-24",2015-03-27,"Christie",-30.7692307692308,34.6153846153846,-24
"4011","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",28,45,"-17",2015-03-22,"Christie",-23.2876712328767,38.3561643835616,-17
"4115","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",31,47,"-16",2015-03-15,"Christie",-20.5128205128205,39.7435897435897,-16
"4213","CNN/Opinion ResearchCNN/Opinion Research","3/13 - 3/15","1009 A",25,44,"-19",2015-03-14,"Christie",-27.536231884058,36.231884057971,-19
"4311","GallupGallup","3/2 - 3/4","1522 A",31,34,"-3",2015-03-03,"Christie",-4.61538461538462,47.6923076923077,-3
"4411","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",30,49,"-19",2015-02-28,"Christie",-24.0506329113924,37.9746835443038,-19
"4511","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",32,39,"-7",2015-02-26,"Christie",-9.85915492957746,45.0704225352113,-7
"4611","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",28,46,"-18",2015-02-21,"Christie",-24.3243243243243,37.8378378378378,-18
"4710","PPP (D)PPP (D)","2/20 - 2/22","691 RV",28,49,"-21",2015-02-20,"Christie",-27.2727272727273,36.3636363636364,-21
"4810","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",27,48,"-21",2015-02-14,"Christie",-28,36,-21
"4910","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",31,42,"-11",2015-02-07,"Christie",-15.0684931506849,42.4657534246575,-11
"5010","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",30,49,"-19",2015-01-31,"Christie",-24.0506329113924,37.9746835443038,-19
"5114","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",34,47,"-13",2015-01-24,"Christie",-16.0493827160494,41.9753086419753,-13
"5212","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",32,45,"-13",2015-01-17,"Christie",-16.8831168831169,41.5584415584416,-13
"5311","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",36,45,"-9",2015-01-10,"Christie",-11.1111111111111,44.4444444444444,-9
"5410","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",31,46,"-15",2015-01-03,"Christie",-19.4805194805195,40.2597402597403,-15
"5510","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",29,52,"-23",2014-12-28,"Christie",-28.3950617283951,35.8024691358025,-23
"260","The Economist/YouGovThe Economist/YouGov","1/15 - 1/19","2000 A",32,54,"-22",2016-01-15,"Bush",-25.5813953488372,37.2093023255814,-22
"360","ABC News/Wash PostABC News/Wash Post","1/6 - 1/10","1000 A",35,58,"-23",2016-01-06,"Bush",-24.7311827956989,37.6344086021505,-23
"460","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",32,53,"-21",2015-12-31,"Bush",-24.7058823529412,37.6470588235294,-21
"550","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",32,54,"-22",2015-12-19,"Bush",-25.5813953488372,37.2093023255814,-22
"640","QuinnipiacQuinnipiac","12/16 - 12/20","1140 RV",28,56,"-28",2015-12-17,"Bush",-33.3333333333333,33.3333333333333,-28
"730","PPP (D)PPP (D)","12/16 - 12/17","1267 RV",24,53,"-29",2015-12-17,"Bush",-37.6623376623377,31.1688311688312,-29
"828","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",34,51,"-17",2015-12-05,"Bush",-20,40,-17
"926","Associated Press-GfKAssociated Press-GfK","12/3 - 12/7","1007 A",26,50,"-24",2015-12-04,"Bush",-31.5789473684211,34.2105263157895,-24
"1024","QuinnipiacQuinnipiac","11/23 - 11/30","1473 RV",32,54,"-22",2015-11-24,"Bush",-25.5813953488372,37.2093023255814,-22
"1120","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",30,56,"-26",2015-11-20,"Bush",-30.2325581395349,34.8837209302326,-26
"1220","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",26,57,"-31",2015-11-06,"Bush",-37.3493975903614,31.3253012048193,-31
"1319","ABC News/Wash PostABC News/Wash Post","11/4 - 11/8","1023 A",36,55,"-19",2015-11-05,"Bush",-20.8791208791209,39.5604395604396,-19
"1419","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",32,52,"-20",2015-10-24,"Bush",-23.8095238095238,38.0952380952381,-20
"1519","Associated Press-GfKAssociated Press-GfK","10/15 - 10/19","1027 A",26,48,"-22",2015-10-16,"Bush",-29.7297297297297,35.1351351351351,-22
"1616","MonmouthMonmouth","10/15 - 10/18","836 RV",27,47,"-20",2015-10-16,"Bush",-27.027027027027,36.4864864864865,-20
"1712","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",33,53,"-20",2015-10-09,"Bush",-23.2558139534884,38.3720930232558,-20
"1812","FOX NewsFOX News","9/20 - 9/22","1013 RV",34,55,"-21",2015-09-21,"Bush",-23.5955056179775,38.2022471910112,-21
"1912","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",37,44,"-7",2015-09-18,"Bush",-8.64197530864197,45.679012345679,-7
"2012","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",35,51,"-16",2015-09-12,"Bush",-18.6046511627907,40.6976744186046,-16
"2116","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",32,53,"-21",2015-08-29,"Bush",-24.7058823529412,37.6470588235294,-21
"2214","ABC News/Wash PostABC News/Wash Post","8/26 - 8/30","1005 A",38,55,"-17",2015-08-27,"Bush",-18.2795698924731,40.8602150537634,-17
"2312","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",33,52,"-19",2015-08-15,"Bush",-22.3529411764706,38.8235294117647,-19
"2412","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",32,49,"-17",2015-07-19,"Bush",-20.9876543209877,39.5061728395062,-17
"2512","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",31,44,"-13",2015-07-10,"Bush",-17.3333333333333,41.3333333333333,-13
"2612","ABC News/Wash PostABC News/Wash Post","7/8 - 7/12","1011 A",38,47,"-9",2015-07-09,"Bush",-10.5882352941176,44.7058823529412,-9
"2712","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",34,50,"-16",2015-07-05,"Bush",-19.047619047619,40.4761904761905,-16
"2812","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",33,53,"-20",2015-06-28,"Bush",-23.2558139534884,38.3720930232558,-20
"2912","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",30,55,"-25",2015-06-21,"Bush",-29.4117647058824,35.2941176470588,-25
"3012","MonmouthMonmouth","6/11 - 6/14","829 RV",26,46,"-20",2015-06-12,"Bush",-27.7777777777778,36.1111111111111,-20
"3116","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",36,50,"-14",2015-06-14,"Bush",-16.2790697674419,41.8604651162791,-14
"3214","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",35,50,"-15",2015-06-07,"Bush",-17.6470588235294,41.1764705882353,-15
"3312","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",30,50,"-20",2015-05-31,"Bush",-25,37.5,-20
"3412","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",32,52,"-20",2015-05-24,"Bush",-23.8095238095238,38.0952380952381,-20
"3512","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",28,44,"-16",2015-05-20,"Bush",-22.2222222222222,38.8888888888889,-16
"3612","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",30,54,"-24",2015-05-17,"Bush",-28.5714285714286,35.7142857142857,-24
"3712","Pew ResearchPew Research","5/12 - 5/18","2002 A",34,51,"-17",2015-05-13,"Bush",-20,40,-17
"3812","FOX NewsFOX News","5/9 - 5/12","1006 RV",37,44,"-7",2015-05-10,"Bush",-8.64197530864197,45.679012345679,-7
"3912","CBS News/NY TimesCBS News/NY Times","4/30 - 5/3","1027 A",9,28,"-19",2015-05-01,"Bush",-51.3513513513513,24.3243243243243,-19
"4012","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",30,51,"-21",2015-04-26,"Bush",-25.9259259259259,37.037037037037,-21
"4116","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",29,36,"-7",2015-04-24,"Bush",-10.7692307692308,44.6153846153846,-7
"4214","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",35,50,"-15",2015-04-19,"Bush",-17.6470588235294,41.1764705882353,-15
"4312","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",30,43,"-13",2015-04-17,"Bush",-17.8082191780822,41.0958904109589,-13
"4412","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",35,48,"-13",2015-04-12,"Bush",-15.6626506024096,42.1686746987952,-13
"4512","BloombergBloomberg","4/6 - 4/8","1008 A",32,42,"-10",2015-04-07,"Bush",-13.5135135135135,43.2432432432432,-10
"4612","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",33,49,"-16",2015-04-05,"Bush",-19.5121951219512,40.2439024390244,-16
"4711","FOX NewsFOX News","3/29 - 3/31","1025 RV",33,49,"-16",2015-03-30,"Bush",-19.5121951219512,40.2439024390244,-16
"4811","PPP (D)PPP (D)","3/26 - 3/31","989 RV",25,54,"-29",2015-03-27,"Bush",-36.7088607594937,31.6455696202532,-29
"4911","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",36,46,"-10",2015-03-29,"Bush",-12.1951219512195,43.9024390243902,-10
"5011","ABC News/Wash PostABC News/Wash Post","3/26 - 3/29","RV",33,55,"-22",2015-03-27,"Bush",-25,37.5,-22
"5115","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",31,48,"-17",2015-03-22,"Bush",-21.5189873417722,39.2405063291139,-17
"5213","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",33,49,"-16",2015-03-15,"Bush",-19.5121951219512,40.2439024390244,-16
"5312","CNN/Opinion ResearchCNN/Opinion Research","3/13 - 3/15","1009 A",31,47,"-16",2015-03-14,"Bush",-20.5128205128205,39.7435897435897,-16
"5411","GallupGallup","3/2 - 3/4","1522 A",35,33,"+2",2015-03-03,"Bush",2.94117647058824,51.4705882352941,2
"5511","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",33,52,"-19",2015-02-28,"Bush",-22.3529411764706,38.8235294117647,-19
"5610","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",34,40,"-6",2015-02-26,"Bush",-8.10810810810811,45.945945945946,-6
"5710","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",32,49,"-17",2015-02-21,"Bush",-20.9876543209877,39.5061728395062,-17
"589","PPP (D)PPP (D)","2/20 - 2/22","691 RV",29,45,"-16",2015-02-20,"Bush",-21.6216216216216,39.1891891891892,-16
"598","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",30,46,"-16",2015-02-14,"Bush",-21.0526315789474,39.4736842105263,-16
"608","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",35,45,"-10",2015-02-07,"Bush",-12.5,43.75,-10
"6112","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",32,48,"-16",2015-01-31,"Bush",-20,40,-16
"6210","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",34,46,"-12",2015-01-24,"Bush",-15,42.5,-12
"6310","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",34,45,"-11",2015-01-17,"Bush",-13.9240506329114,43.0379746835443,-11
"648","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",34,45,"-11",2015-01-10,"Bush",-13.9240506329114,43.0379746835443,-11
"657","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",30,49,"-19",2015-01-03,"Bush",-24.0506329113924,37.9746835443038,-19
"667","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",35,47,"-12",2014-12-28,"Bush",-14.6341463414634,42.6829268292683,-12
"270","The Economist/YouGovThe Economist/YouGov","1/15 - 1/19","2000 A",19,35,"-16",2016-01-15,"O Malley",-29.6296296296296,35.1851851851852,-16
"370","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",24,35,"-11",2015-12-31,"O Malley",-18.6440677966102,40.6779661016949,-11
"470","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",22,36,"-14",2015-12-19,"O Malley",-24.1379310344828,37.9310344827586,-14
"560","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",21,34,"-13",2015-12-05,"O Malley",-23.6363636363636,38.1818181818182,-13
"649","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",21,36,"-15",2015-11-20,"O Malley",-26.3157894736842,36.8421052631579,-15
